8.0196,4.4678,0.081408,0.68148,0.015385,0.73941,0.054661
7.7838,4.4503,0.074853,0.61235,0,0.71861,0.019567
5.5137,2.6495,0.04964,0.64198,0,0.74024,0.017454
5.6209,2.868,0.050509,0.65926,0.0035503,0.74571,0.016845
5.7797,2.7768,0.055593,0.70123,0.018935,0.74767,0.017809
6.2737,3.5834,0.070159,0.83951,0.14911,0.66819,0.017782
5.1151,2.9418,0.050365,0.81728,0.014201,0.8423,0.02506
6.1305,3.5287,0.061543,0.74074,0.018935,0.77725,0.016951
5.8314,2.9704,0.053768,0.64938,0,0.74562,0.017331
8.2532,5.5569,0.079204,0.66667,0.0011834,0.75582,0.016701
